author_code;author_name;lobby_index;google_h_index;prod_bag;nationality;doc_begin;doc_end
K4794124J3;Elmar Uwe Kurt Melcher;7;0;;Alemanha;1988;1993

K8783703U5;Philllip L Newland;1;0;;;;
K4615910Z7;Valerio Francesco de Felice;1;0;;;;
K4329716D9;Raúl Marín Prades;1;0;;;;
K4407257Y6;Juan Leandro Andrés Parra Gálvez;1;0;;;;
K4742418U3;Pedro Cipriano Feijão;1;0;;;;
K8129535U9;Antonio Becerra Bolaños;1;2;;;;
K8162297Y2;Fabio Riscica;1;3;;;;
K4941096U2;Reza Javanmard Alitappeh;1;3;;;;
K8169151Z6;Stanislaw Gorlow;1;5;;;;
K4470850P3;David Alvarez Martinez;1;1;;;;
K4791016T0;Alejandro Martins Rodriguez;3;6;;Uruguai;1992;1996

K4237242U6;Thomas Martin Doring;1;0;;;;
K4721420Z5;Amit Bhaya;2;23;;Índia;1984;1986

K4786473U3;Duarte Lopes de Oliveira;1;0;;Portugal;2002;2004

K8137792Y0;Micol Benetti;1;3;;;;
K4475095E0;Hugo Jose Lara Urdaneta;1;0;;;;
K4453809A2;Christian Rodolfo Esteve Rothenberg;1;0;;Espanha;2007;2010

K4710145A6;Ismael Andrade Pimentel;1;0;;;;
K4734854H2;Diego Nicolin;1;0;;Itália;2005;2008

K4783970D7;Alvaro Rodolfo De Pierro;2;0;;Argentina;1977;1981

K8593990Z7;Raúl Fuentes Azcatl;1;0;;;;
K8545185U3;Eike Berend Post;1;0;;;;
K4424047T3;Walter Enrique Calienes Bartra;1;0;;;;
K8056530J2;Eric Spierings;1;0;;;;
K4787711E2;Emmanuel Piseces Lopes Passos;1;0;;Brasil;1977;1981

K4783766Z6;Erivelton Scherer Roman;1;0;;Brasil;1993;1998

K4775521Z9;Felix Mas Milian;1;0;;Cuba;2002;2006

K4774959T5;Gregorio Baggio Tramontina;1;0;;Brasil;2004;2008

K4778050Y7;Harold Ivan Angulo Bustos;1;0;;Colômbia;2000;2003

K4700811U3;Huei Diana Lee;4;0;;Estados Unidos;2002;2005

K4500409Y4;Jesús Pascual Mena Chalco;6;0;;Peru;2005;2010

K4792599J4;João Carlos Figueira Pujol;1;0;;Brasil;1995;1999

K4723896J5;João Umberto Furquim de Souza;1;0;;Brasil;1992;1997

K4793400U1;Jorge Antonio Silva Centeno;3;0;;Bolívia;1994;2000

K4788331U3;José Ronaldo Coelho Silva;1;0;;Brasil;1986;1990

K4787930Y3;Joseph Max Cohenca;1;0;;Brasil;;1970

K4706356P6;Lauro Didier Lins;2;0;;Canadá;2003;2007

K4700137J1;Leila Issa Rickli;1;0;;Brasil;2002;2006

K4768562P1;Lidia Angulo Meza;4;22;;Peru;1998;2002

K4707286Y1;Lise Paule Labéjof;1;0;;França;1995;1998

K4744792D1;Luis Manuel Borges Gouveia;1;0;;Portugal;1999;2000

K4341469E7;Luis Martí Orosa;2;0;;Cuba;2005;2011

K4576753T7;Marcus Rolf Peter Ritt;5;0;;Alemanha;1997;2003

K4236818D9;Margarita Ramona Ruiz Olazar;1;0;;Paraguai;2008;2013

K4701151P7;Mehran Misaghi;2;2;;Irã;2003;2008

K4723880D5;Myrian Renata Barros Araujo;3;0;;Brasil;1998;2003

K4770428P4;Noboru Jo Sakabe;1;0;;Brasil;2002;2007

K4720567H8;Noritsuna Furuya;1;0;;Japão;1985;1990

K4783153T9;Orion de Oliveira Silva;1;0;;Brasil;1979;1983

K4164426P8;Héctor Rolando Anocibar;1;0;;;;
K4727940J0;Aran Bey Tcholakian Morales;5;0;;Uruguai;1992;1997

K4769922J5;Patricia Santos Andrade;1;0;;Brasil;1997;2002

K8743930E9;Wouter Caarls;1;11;;;;
K4790006Y2;Paulo Renato da Costa Pereira;1;0;;Brasil;2003;2007

K4777165U2;Raydonal Ospina Martínez;3;0;;Colômbia;2004;2008

K4787847Z8;Sergio de Mello Schneider;1;0;;Brasil;1980;1987

K4775604Y0;Carlos Alberto Valente Andrade;1;0;;Portugal;2006;2008

K4768661T2;Angel Ramon Sanchez Delgado;1;0;;Venezuela;1987;1991

K8141069E4;Rui Pedro Charters Lopes Rijo;1;0;;;;
K4792543H0;Renato de Oliveira Stehling;1;0;;Brasil;1999;2002

K4769875P9;Renato Fernandes Hentschke;1;0;;Brasil;2002;2007

K4796541D1;Edson Koiti Nakamura;1;1;;Brasil;2000;2005

K4208005J7;Alexander Javier Benavides Rojas;2;0;;;;
K4707015Y5;Renato Figueiro Maia;2;0;;Brasil;2005;2009

K4465268A3;Pablo Andres Alvarez Gomez;1;0;;;;
K4783120A6;Antonio Benedito Coimbra Sampaio;1;0;;Brasil;1975;1981

K4799691Y9;Ronaldo Tavano Palaia;1;0;;Brasil;1994;2001

K4792329Z9;Anja Pratschke;1;0;;Alemanha;1998;2002

K4783142Z2;Sdnei de Brito Alves;1;0;;Brasil;1987;1992

K4770434Y0;Sebastián Alberto Urrutia;5;0;PQ-2
;Argentina;2002;2005

K4780209J6;Carlos Ho Shih Ning;1;0;;Formosa;1993;1996

K8200296J8;Shyam Sumanta Das;1;0;;;;
K4446654E5;Stefan Michael Blawid;1;0;;Alemanha;1994;1997

K4781275E8;Suely Pereira de Oliveira;1;0;;Brasil;1990;1993

K4783133E7;Therezinha Souza da Costa;1;0;;Brasil;1975;1979

K4799116P0;Vânia Cordeiro da Silva;1;0;;Brasil;1999;2003

K4796325J8;Wagner Toledo Corrêa;1;0;;Brasil;1996;2003

K8709205H6;Giulio Iacobelli;1;0;;;;
K8118976J6;Behnam Sobhaniaragh;1;13;;;;
K4431563Y2;Joel Sanchez Dominguez;2;0;;;;
K4783578D2;Wilson de Padua Paula Filho;1;0;;Brasil;1972;1975

K4858625D6;Joel José Puga Coelho Rodrigues;1;0;;;;
K4768083J5;Damaris Fanderuff;1;0;;Brasil;2002;2007

K4795224Y7;Christian Hofsetz;1;0;;Brasil;1999;2003

K4207783U5;Aguinaldo Almeida dos Santos;1;0;;;;
K4506908T7;Luis Cláudio Marrone;1;0;;;;
K4772404A5;Eduardo Argollo de Oliveira Dias Júnior;1;0;;Brasil;2002;2006

K4232952E4;Elizangela Feitosa da Silva Tôrres;1;0;;;;
K4234766P5;Erick Castilho Tadei;1;0;;;;
K4705090A7;Andrew Macrae;1;16;;Inglaterra;1994;1998

K4526829P1;Manuel Nigelky Estrada Melara;1;0;;;;
K4783324T0;Antonio José Ferreira Machado e Silva;1;0;;Brasil;2002;2007

K4133944P9;Cintia Silveira Cintra;1;0;;Brasil;1975;1976

K4783219Z3;Antonio Roberto Pereira Leite de Albuquerque;1;6;;Angola;1987;1993

K4769714D6;Etiane Lisboa Marcon;1;0;;;;
K4737010H7;Cedric Gondro;1;0;;Austrália;2002;2005

K4567286T7;Marcelo Lazaro Silverio;1;0;;;;
K4250530E0;Lucienno Telles;1;0;;;;
K4435482D3;Maxweider Rodrigo Silva;1;0;;;;
K4792970T1;Alice Shimada Bacic;1;0;;Brasil;2002;2007

K4779123T3;Alex Ignácio da Silva;1;0;;Brasil;1999;2004

K4576709Z2;Deyvid Silva Nobre;1;0;;;;
K4599641D1;Léia Michele Ferreira de Souza;1;0;;;;
K4776624T9;Gilbermário da Silva de Lira;1;0;;;;
K4776622Y8;Raquel Silva Lima Chiavari;1;0;;;;
K8321694A7;Luis Alfonso Infante Rivera;1;0;;;;
K4782996U3;Alexandre Agustini;1;0;;Brasil;1999;2006

K4873702A6;Giuseppe Romanazzi;1;14;;;;
K4227395P5;Emmanuel Sapin;1;;;França;2000;2003

K4707172U2;Felipe Vieira Klein;5;0;;Brasil;2005;2009

K4788287T6;Fernando Rosa do Nascimento;1;0;;Brasil;1990;1993

K4788906H0;Giuseppe Mongiovi;1;0;;Itália;1993;1995

K4728833U8;Henrique Wiermann Paques;1;0;;Brasil;1999;2003

K4771605Z8;Ilma da Consolação Barbosa;1;0;;Brasil;2009;2010

K4760176J8;Isabel Tonin;1;0;;Brasil;1997;2003

K4768774J8;Jorge Marques Pelizzoni;1;0;;Brasil;2003;2008

K4238626A5;José Arthur Vieira;1;0;;Brasil;1995;1996

K4788559J7;Jose Eduardo Moreira;1;0;;Brasil;1990;1995

K4787728H2;Júlio Salek Aude;1;0;;Brasil;1982;1986

K4769660D2;Leonardo Magela Cunha;2;5;;Brasil;2002;2006

K4793641U3;Li Kuan Ching;1;25;;Formosa;1996;2001

K4709046P5;Luis Alfredo Moutinho da Costa;1;0;;Brasil;1964;1967

K4333840E6;Luís Ferreira Pires;1;0;;Brasil;1990;1994

K4703827H9;Luiz Angelo Barchet Estefanel;1;0;;Brasil;2001;2002

K4781454Y7;Luiz Fernando Martins Castro;1;0;;Brasil;1991;2000

K4723474D8;Marcelo Henrique Bottas SantAnna;1;0;;Brasil;1993;1999

K4787003T2;Marcia de Barros Correia;2;0;;Brasil;1979;1983

K4781102U7;Marcos Regis Vescovi;1;0;;Brasil;1988;1991

K4787794Y8;Marly Theoto Rocha;1;0;;Brasil;1989;1991

K4768385H3;Mauricio Capra;1;0;;Brasil;2001;2009

K4784329Z5;Mauro Biajiz;1;0;;Brasil;1993;1996

K4771841E5;Sandra Paula Tiemi de Souza Horie;1;0;;;;
K4727973U8;Ricardo Duarte Arantes;1;0;;Brasil;1994;1996

K4788222J5;Merval de Almeida Jurema Filho;1;0;;Brasil;1979;1981

K4717387Y1;Mariangela Vanzin;1;0;;;;
K4708980E6;Michel Gagnon;1;14;;Canadá;1990;1993

K4744678Z9;Gustavo Andrade de Almeida;1;0;;;;
K4221860A3;Erivanda Sousa Moreira;1;0;;;;
K4485696P9;Heitor Baptista Furtado Sobrinho;1;0;;;;
K4787753Z7;Odelar Leite Linhares;1;0;;Brasil;;1968

K4774552Y2;Maria Osman;1;0;;;;
K4772760E1;João Enildo Bogarim Insfran;1;0;;;;
K4772107J9;Gizela Lopes Soares;1;0;;;;
K4730110D0;Alex de Oliveira Melo;1;0;;;;
K4701226H6;José Roberto dos Santos;1;0;;;;
K4772984E4;Flávio de Andrade Monteiro;1;0;;;;
K4773046H6;Orlando Alcantara Soares;1;0;;Brasil;2006;2010

K4735783J0;Marcelo Mariano Feitosa;1;0;;;;
K4709075Y3;Roberto Mauro Vieira Villaca;1;0;;;;
K4776344A5;Paulo Asterio de Castro Guerra;1;0;;Brasil;1998;2004

K4795677D3;Paulo Cesar Michielin Pavel;1;0;;Brasil;1995;1999

K4797388E2;Roberto Antonio Rodrigues de Almeida;1;0;;Brasil;1979;1982

K4499173H6;Rodrigo Rego Trigo;1;0;;Brasil;2001;2003

K4709875D1;Caio Celso Machado Vidor;1;0;;;;
K4723893D5;Volnys Borges Bernal;1;5;;Brasil;1997;2003

K4799731E5;Rosely Sanches;1;0;;Brasil;1989;1993

K4788414J8;Sérgio Felipe Zirbes;1;0;;Brasil;1990;1995

K4767051D3;Carmen Barbosa de D´Amico;1;0;;Brasil;1993;1999

K4788358T3;Thadeu Botteri Corso;1;0;;Brasil;1995;1999

K4768263T2;Ulf Bergmann;1;0;;Brasil;1997;2002

K4775063P2;Rogerio Rossetti;1;0;;;;
K4798972A2;Vanderlei Perez Canhos;1;0;;Brasil;1975;1980

K4705311Z6;Verônica Aguiar da Silva;1;0;;Brasil;2005;2010

K4708289Z6;Wender Magno Cota;1;0;;Brasil;2009;2010

K4732316E6;Alessandro Pereira dos Santos;1;0;;;;
K4775396D2;Ana Beatriz Gestal Vargas;1;0;;;;
K4227772Y6;Ygo Rabelo de Deus;1;0;;;;
K4255496T8;Denis Aron Ferraz;1;0;;;;
K4787171U5;Cecilio Augusto Farias Berndsen;1;0;;Brasil;1971;1975

K4793061Z0;Carlos Alberto Picanço de Carvalho;1;0;;Brasil;1975;1979

K4793506P3;Álvaro Garcia Neto;1;0;;Brasil;1987;1991

K4389606A6;Luciana Alves da Silva;1;0;;;;
K4447333H3;Bruno Rezende Kolailat;1;0;;;;
K4403180T6;Adilson Gimenez Gomez;1;0;;;;
K4728834Y6;Alex Alves Freitas;4;0;;Brasil;1993;1997

K4797633A7;Arnaldo Dias Belchior;1;0;;Brasil;1992;1997

K4711544J2;Antonio Osiris Gonçalves Santos;1;0;;;;
K4790145E6;Carlos Tadeu de Souza Barretto;1;0;;;;
K4785885Y4;Eliana de Mattos Pinto Coelho;1;0;;Brasil;1992;1997

K4533567J5;Fernando Farias;1;9;;;;
K4261389H1;Fabiano dos Santos Silva;1;0;;;;
K4279773J6;Sandro Audrei Louro Peres;1;0;;;;
K4455874U7;Luiz Henrique Cassiano Corrêa;1;0;;;;
K4490680Y6;Rosaine Silva Oliveira;1;0;;;;
K4470328Z4;Samuel Miranda Acácio Júnior;1;0;;;;
K4472374A0;Bruno Gomes da Silva;1;1;;;;
K4269879Y9;Arilson Leitão de Melo;1;0;;;;
K4245700A7;Nilce Velasco de Magalhães Moi;1;0;;;;
K4245690H6;Adriano de Cássio da Silva;1;0;;;;
K4463124J7;Saulo Calligaris;1;0;;;;
K4721147T4;Clairmont Borges;1;0;;Brasil;1999;2005

K4482850D4;Jose Maria de Oliveira;1;0;;;;
K4728006P2;Anderson Oliveira da Silva;1;0;;Brasil;2004;2009

K4787711H1;Eliseu Monteiro Chaves Filho;1;0;;Brasil;1990;1994

K4263115U9;Felipe Gomes;1;12;;;;
K4387795A6;Encarnação de Lourdes Bassoli Andreo Gonçalves;1;0;;Brasil;2009;2011

K4794524H6;Fabio Tirelo;2;0;;Brasil;2004;2009

K4788542A1;Fatima Cristina Canazaro Dargam;1;0;;Brasil;1990;1995

K4228389D4;Felisberto de Camargo Addison;1;0;;Brasil;1988;1994

K4762189Z6;Fernando Jorge Silveira Filho;2;0;;Brasil;2007;2010

K4728314J5;Flávio Szenberg;1;0;;Brasil;1997;2001

K4790293E5;Gustavo Henrique Monteiro de Barros Carneiro;1;0;;Brasil;1999;2004

K4797548A1;Haydée Maria Luz Pereira de Oliveira;1;0;;Brasil;1999;2005

K4791257E8;Hervaldo Sampaio Carvalho;1;0;;Brasil;2000;2005

K4781570P1;Jorge Lopes de Souza Leão;1;0;;Brasil;1980;1983

K4203962J7;Jorge Luís Cordenonsi;1;0;;Brasil;1997;2001

K4790233T9;Jose Alberto Rodrigues Pereira Sardinha;3;0;;Brasil;2001;2005

K4793431U9;Jose Romildo Malaquias;1;0;;Brasil;2001;2007

K4467171H7;Klaus Steding-Jessen;1;0;;Dinamarca;2003;2008

K4794930T0;Lucia Draque Penso;1;0;;Brasil;2001;2008

K4767051H9;Lucio Carlos Martins Pinto;1;0;;Brasil;1993;1996

K4763511J3;Luiz Tucherman;1;0;;Brasil;1982;1989

K4709990H9;Marcelo Rodrigues de Sousa;1;0;;Brasil;2006;2010

K4787714T6;Marcos Antonio Gonçalves Brasileiro;1;0;;Brasil;1983;1987

K4794921T8;Maria Marta Leite;1;0;;Brasil;1999;2004

K4784319H1;Mario Antonio do Nascimento;1;0;;Brasil;1992;1996

K4282643J4;Mauro José Belli;1;0;;Brasil;2000;2004

K4795684U6;Mauro Notarnicola Madeira;1;0;;Brasil;1997;2003

K4780159D4;Oni Reasilvia de Almeida Oliveira Sichonany;1;0;;Brasil;2007;2011

K4277953H4;Paulo Cesar Cavalcanti;1;0;;Brasil;2008;2010

K4798408D6;Luidi Xavier Fortunato;1;0;;;;
K4709582D2;Cacio Packer;1;0;;;;
K4788301Y1;Violeta de San Tiago Dantas Barbosa Quental;1;0;;Brasil;1989;1995

K4791527J9;Roberta Vilhena Vieira Lopes;1;0;;Brasil;1998;2003

K4763876J3;Elaine Thomazi Freitas;1;0;;Brasil;1998;2003

K4772752Z3;Flávio de Oliveira Barros;1;0;;;;
K4701523D3;Paulo Roberto Dellani;1;0;;Brasil;2006;2009

K4744767J7;Rafael Ferreira Alves;1;0;;Brasil;2000;2002

K4723416Y4;Renata Mazzini;1;3;;Brasil;1994;1998

K4268126Z6;Weber Eduardo Prestes da Costa Val;1;0;;;;
K4784494T8;Renato Ferrari Pacheco;1;0;;Brasil;1999;2004

K4262328Z9;Norberto da Silva Prado;1;0;;;;
K4126724A0;Ricardo Fernandes Ribeiro;1;0;;Brasil;2005;2008

K4736846H2;Valdir Jose Beraldo;1;0;;;;
K4771019E5;Rodrigo Simões Camara Leão;1;0;;Brasil;2005;2010

K4797463Y2;Vitório Bruno Mazzola;1;0;;Brasil;1987;1991

K4233237E7;Alex Mussi;1;0;;;;
K4787765A4;Rubens Nascimento Melo;8;0;;Brasil;1973;1976

K4237776Y2;Gerso Rissardi;1;0;;;;
K4218412T1;Sandra Ferrari;1;0;;Brasil;2001;2007

K4217750U3;Edmilson Pedro Lemos;1;0;;;;
K4763605P3;Silene Fernandes Bicudo;1;0;;Brasil;2000;2005

K4559220J0;Cristian Tristão;2;0;;Brasil;2007;2012

K4761932H9;Tatiana Gadelha Serra dos Santos;3;0;;Brasil;2000;2004

K4792843U0;Thienne de Melo e Silva Mesquita Johnson;1;0;;Brasil;2000;2005

K4233965H0;Andrea Oliveira Soares Barreto;3;0;;Brasil;2006;2011

K4290258A6;Bruno Siqueira Lopes;1;0;;;;
K4467219P2;Wayder de Lima Loyola;1;0;;;;
K4762212E6;Wagner José Dizeró;1;0;;Brasil;2005;2010

K4780768D3;Valdemar Waingort Setzer;1;0;;Brasil;1964;1967

K4788372J0;Cláudio Walter;1;0;;Brasil;1978;1981

K4701105E4;Cao Ji Kan;1;0;;China;1999;2005

K4780020E8;Anna Dolejsi Santos;2;0;;Brasil;1989;1994

K4734658A6;David Sena Oliveira;1;3;;Brasil;2007;2012

K4706698J4;Cristiano Lazzari;4;8;;Brasil;2003;2007

K4347772U4;Juliana Gomes Ferreira;1;0;;;;
K4252744T7;Adelaide Costa Ferreira;1;0;;;;
K4783115Z3;Aloysio de Castro Pinto Pedroza;3;0;;Brasil;1981;1985

K4313359Z9;Alceu Neumann;1;0;;;;
K4347833H7;Bruno Henrique dos Santos;1;0;;;;
K4735173A7;Antonio de Loureiro Gil;1;0;;Brasil;1977;1985

K4771642Y6;Carlos Augusto Dietrich;3;0;;Brasil;2004;2008

K4312350T6;Graziela de Castro Dias;1;0;;;;
K4780781A9;Durval Makoto Akamatu;1;0;;Brasil;1984;1991

K4778662J0;Alice Blau Schwartz;1;0;;Romênia;1995;2001

K4797274Y9;Aqueo Kamada;1;0;;Brasil;2002;2006

K4425921H9;André Martins do Nascimento;1;0;;;;
K4787806P7;Dilma Menezes da Silva;1;0;;Brasil;;1996

K4371828Z5;Luiz Wallace Batista Gomes;1;0;;;;
K4790822T1;Cristine Hoepers;2;0;;Brasil;2003;2008

K4707966T6;Alexandre Henrique Lopes Porto;1;0;;Brasil;2000;2005

K4053512J6;Luiz Henrique Celeguim;1;0;;;;
K4314752A8;Rafael da Silveira Brum Barbosa;1;0;;;;
K4707610Y0;Alexandre César Tavares Vidal;1;0;;Brasil;2002;2007

K4338141A1;Lucival Amaral caldeira afonso junior;1;0;;;;
K4233961E5;Ahilton da Silva Barreto;3;0;;Brasil;2006;2011

K4337000H2;Marta Rigaud Faria;1;0;;;;
K4716475Z5;Luciano Venzon Lahiguera;1;0;;;;
K4792748J8;Eugênio Rubens Cardoso Braz;1;0;;Brasil;1995;1998

K4765027A9;Fabiana Soares Leite;1;0;;Brasil;2008;2012

K4797998U3;Fabio Luis Ramon;1;0;;Brasil;1993;1999

K4779657J7;Fernando Náufel do Amaral;1;0;;Brasil;2000;2004

K4771580J5;Francisco de Assis Silva Neto;1;0;;Brasil;2005;2010

K4763818Z6;Gilberto Shigueo Nakamiti;2;0;;Brasil;1992;1996

K4783550A8;Heloisa Vieira da Rocha;4;0;;Brasil;1986;1991

K4755020E2;Jan Mendonça Correa;1;0;;Brasil;2003;2008

K4762361E5;Jane Lynn Garrison Dytz;1;0;;Estados Unidos;1994;1998

K4429056U5;João Carlos Silva Nobre;1;0;;Brasil;2006;2011

K4791183H1;Joao Paulo Vieira Tinoco;1;0;;Brasil;2007;2012

K4767518P6;Joao Vianney Valle dos Santos;1;0;;Brasil;2001;2006

K4781602H1;Joel Batista da Fonseca Neto;1;0;;Brasil;1989;1997

K4826696D5;Jorge Chaves de Medeiros;1;0;;Brasil;1981;1987

K4269519E0;Jorji Nonaka;1;6;;Brasil;2003;2006

K4783055J9;Jose Maria Ribeiro Neves;1;0;;Brasil;1992;1999

K4763833H6;Jovelino Falqueto;1;0;;Brasil;1998;2002

K4766897Z5;Judson Santos Santiago;1;0;;Brasil;2003;2006

K4799340U2;Karina Barreto Villela;3;0;;Brasil;1999;2004

K4728204D1;Lauro Luis Armondi Whately;1;0;;Brasil;2001;2008

K4768234P8;Lucas de Oliveira Bastos;1;0;;Brasil;2008;2012

K4768802D8;Luiz Eduardo Cunha Leite;5;0;;Brasil;2003;2008

K4774043P5;Rosângela Follmann Bageston;1;0;;Brasil;2007;2011

K4787039J6;Claudio Cesar de Sá;1;0;;Brasil;1992;1997

K4409197Z8;Luciano Rocha Dias;1;0;;;;
K4139409H3;Luiz Ferreira Menezes Junior;2;0;;Brasil;2004;2008

K4267123E6;Eciane Santos da Gama Romeiro;1;0;;;;
K4798124E4;Noemi Costa dos Santos;1;0;;Brasil;2000;2006

K4721210H0;Ana Paula Brandão Lopes;4;0;;Brasil;2007;2011

K4133715T0;Washington Lopes da Silva;1;0;;Brasil;2008;2012

K4702593Y6;Luiz Henrique da Costa Araujo;1;0;;Brasil;1998;2004

K4781688A9;Carmen Lúcia Ruybal dos Santos;1;0;;Brasil;1996;2001

K4750214Z7;Luzia Nomura;1;0;;Brasil;2003;2008

K4721472U3;Marcus Vinicius Tolentino dos Santos;1;0;;Brasil;1995;2000

K4728319J9;Willie Dresler Leiva;1;0;;Peru;1999;2003

K4791958T8;Maria Alice Silveira de Brito;1;0;;Brasil;1992;1999

K4788415Z3;Maria Aparecida Martins Souto;1;0;;Brasil;1998;2003

K4138416D7;Wilson César Ricci;1;0;;;;
K4705353P4;Robson Mariano da Silva;1;0;;Brasil;2004;2009

K4786993H9;Michel Heluey Fortuna;1;0;;Brasil;2003;2008

K4728831D6;Nelson Pereira Filho;1;0;;Brasil;1995;2000

K4836048Z1;Darlene Orthmann;1;0;;;;
K4795864E1;Edelmar Urba;1;0;;Brasil;1994;1999

K4783557E1;Paulo Alberto de Azeredo;1;0;;Brasil;1976;1980

K4790017H0;Pedro Roberto Rodrigues Prado;1;0;;Brasil;2002;2005

K4438528T0;Washington Siqueira de Medeiros;1;0;;;;
K4405392U3;Lucivania de Freitas Sá da Cruz;1;0;;;;
K4780524P3;Pedro Soares de Araujo;1;0;;Brasil;1969;1971

K4713970D6;Selma Foligne Crespio de Pinho;1;0;;Brasil;2002;2006

K4672529J7;João Paulo Cruz Araujo;1;0;;;;
K4766797Y5;Ricardo Araújo Costa;1;0;;Brasil;2007;2012

K4728751J6;Rogerio Abreu de Paula;1;0;;Brasil;2001;2004

K4739868J4;Rogério Carneiro Machado;1;0;;Brasil;2008;2012

K4785360A1;Romildo José da Silva;1;0;;Brasil;1994;1998

K4765514U6;Valeriana Gomes Roncero;2;0;;Brasil;2005;2010

K4730804E6;Roverli Pereira Ziwich;2;0;;Brasil;2009;2013

K4700757E2;Adriana Cursino Thomé;1;0;;Brasil;2000;2004

K4764419U6;Rui Jorge Tramontin Junior;1;0;;Brasil;2005;2011

K4784471P4;Sandra Maria Castro;1;0;;Brasil;1992;1997

K4797180E6;Sandro Rafaeli;1;0;;Brasil;1998;2003

K4659231H1;Jonas de Souza Araujo;1;0;;;;
K4723713E0;Walfredo da Costa Cirne Filho;7;0;;Brasil;1996;2001

K4175030H7;Elenjuce Ferreira Dias Valentin;1;0;;Brasil;2003;2007

K8787274P7;Marcos Antonio Rodrigues da Silva;1;15;;;;
K4781746T2;Benedito Melo Acióly;2;0;;Brasil;1989;1991

K4774269A8;Erick Lopes da Silva;1;0;;;;
K4737322H4;Americo Talarico Neto;2;0;;Brasil;2006;2011

K4780208J5;Airam Jônatas Preto;11;0;;Brasil;1994;1997

K4791591P8;Claudio Gomes de Mello;1;0;;Brasil;2001;2006

K4751050T5;Álvaro Vinícius de Souza Coêlho;1;0;;Brasil;2006;2010

K4742155E8;Rafael Felipe Veiga Saracchini;1;0;;;;
K4756556Y3;Breno Pereira de Bem;1;0;;;;
K4442478E5;Diego Santos de Andrade;1;0;;;;
K4798016E3;Eduardo Leal;1;7;;Brasil;2006;2011

K4139768P1;Custódio Thomaz Kerry Martins;1;0;;Brasil;2006;2010

K4328818Z1;Paulo Eduardo Nascimento de Araujo;1;0;;;;
K4706556Y2;Eliane Xavier Cavalcanti;1;0;;Brasil;2008;2012

K4125996H7;Giovanni Bogéa Viana;1;0;;;;
K4758149D6;André Panisson;2;8;;Brasil;2009;2011

K4709053A4;Antonio Joao Aliste;1;0;;Brasil;2001;2004

K4771350A9;Ariel Vargas;2;14;;;;
K4361034P6;Edson Oliveira Murca;1;0;;;;
K4717098A6;Alberto Tavares da Silva;1;0;;Brasil;2003;2008

K4798818E6;Eneida Abrantes Mendonça;1;;;Brasil;1996;2002

K4779957P5;Erika Nina Höhn;1;0;;Brasil;2005;2011

K4259522Z4;Etiene Anastacio Lamas;1;0;;Brasil;2011;2012

K4777849T9;Fábio Papini Fornazari;1;0;;Brasil;2002;2006

K4790073J6;Farid Nourani;1;0;;Irã;2007;2010

K4708366U5;Fernando Carlos Messias Freire;1;9;;Brasil;2004;2008

K4763982J5;Firmo Freire;1;0;;Brasil;1972;1973

K4794258U7;Gedson Faria;1;0;;Brasil;2001;2006

K4770147H1;Gilberto José da Cunha;1;3;;Brasil;2002;2008

K4281614Z6;Graziella Martins Caputo;1;0;;Brasil;2006;2011

K4798856E5;Guilherme Bastos Alvarenga;3;9;;Brasil;1999;2005

K4783179A6;Homero Luiz Piccolo;1;0;;Brasil;2002;2006

K4760558P6;Ismael Pereira Chagas;1;0;;Brasil;2002;2006

K4794357T6;Ivan Jeukens;1;0;;Brasil;2001;2005

K4781852Y8;Ivan Luiz Zilli Bacic;1;0;;Brasil;1999;2003

K4772257A0;Jean Metz;2;36;;Brasil;2006;2011

K4794876E9;José Américo Trivellato Messias;1;0;;Brasil;2006;2010

K4760812D7;Karin Koogan Breitman;8;0;PQ-2
;Brasil;1996;2000

K4704541H0;Leonardo Varuzza;5;6;;Brasil;2003;2008

K4799383P6;Luciano André da Silva Almeida;1;0;;Brasil;2006;2010

K4759539H6;Luiz Felipe Mania;1;0;;Brasil;2008;2012

K4761307D4;Marco Antônio Alba Winckler;1;0;;Brasil;2000;2004

K4744850E5;Maria de Fátima Costa de Souza;5;0;;Brasil;2007;2012

K4707920P2;Maria Lucia Arraes Seixas;1;0;;Brasil;2000;2004

K8709305Y2;Marize Gasparini;1;0;;;;
K4737131D1;Paulo Rodrigo Cavalin;2;0;;Brasil;2006;2011

K4798543Y3;Eduardo Bráulio Wanderley Netto;1;0;;Brasil;2001;2004

K4721136D6;Marisa Ortegoza da Cunha;1;0;;Brasil;1989;1996

K4781237E7;Benedito Roberto Siqueira Rodrigues;1;0;;Brasil;1989;1994

K8707272U0;Rafael Sampaio Brandão;1;0;;;;
K4787863U1;Simão Sirineo Toscani;2;0;;Brasil;1990;1993

K4717527Y6;Tiago Etiene Queiroz;1;0;;;;
K4763429T6;Aquiles Braga de Queiroz;1;0;;Brasil;1999;2005

